4	2	Garrotxa	17098	Maià de Montcal	462	60
4	2	Garrotxa	17105	Mieres	341	60
4	2	Garrotxa	17109	Montagut i Oix	958	60
4	2	Garrotxa	17149	Riudaura	511	60
4	2	Garrotxa	17154	Sales de Llierca	169	30
4	2	Garrotxa	17183	Sant Aniol de Finestres	363	60
4	2	Garrotxa	17162	Sant Ferriol	256	60
4	2	Garrotxa	17165	Sant Jaume de Llierca	842	60
4	2	Garrotxa	17200	Tortellà	823	60
4	2	Garrotxa	17208	Vall de Bianya	1345	60
4	4	Gironès	17002	Aiguaviva	780	60
4	4	Gironès	17038	Campllong	535	60
4	4	Gironès	17040	Canet d'Adri	750	60
4	4	Gironès	17050	Cervià de Ter	999	60
4	4	Gironès	17087	Juià	334	60
4	4	Gironès	17090	Llambilles	731	60
4	4	Gironès	17097	Madremanya	302	60
4	4	Gironès	17157	Sant Andreu Salou	162	30
4	4	Gironès	17168	Sant Joan de Mollet	515	60
4	4	Gironès	17172	Sant Martí de Llémena	679	60
4	4	Gironès	17173	Sant Martí Vell	261	60
4	4	Gironès	17216	Viladasens	216	30
4	4	Pla Estany	17035	Camós	715	60
4	4	Pla Estany	17058	Crespià	276	60
4	4	Pla Estany	17065	Esponellà	489	60
4	4	Pla Estany	17071	Fontcoberta	1466	60
4	4	Pla Estany	17123	Palol de Revardit	457	60
4	4	Pla Estany	17174	Sant Miquel de Campmajor	239	30
4	4	Pla Estany	17218	Vilademuls	840	60
4	4	Selva	17028	Brunyola i Sant Martí Sapresa	388	60
4	4	Selva	8082	Fogars de la Selva	1564	60
4	4	Selva	17101	Massanes	825	60
4	4	Selva	17116	Osor	423	60
4	4	Selva	17159	Sant Feliu de Buixalleu	839	60
4	4	Selva	17194	Susqueda	96	30
5	1	Bages	8242	Marganell	282	60
5	1	Baix Llobreg.	8066	Castellví de Rosanes	2096	60
5	1	Baix Llobreg.	8069	Collbató	4726	60
5	1	Vallès Occ.	8179	Rellinars	915	60
5	1	Vallès Occ.	8290	Ullastrell	2139	60
5	1	Maresme	8153	Òrrius	793	60
5	1	Vallès Ori.	8256	Santa Maria de Martorelles	889	60
5	1	Vallès Ori.	8294	Vallgorguina	3144	60
5	1	Vallès Ori.	8306	Vilalba Sasserra	748	60
5	1	Vallès Ori.	8039	Campins	557	60
5	1	Vallès Ori.	8042	Cànoves i Samalús	3289	60
5	1	Vallès Ori.	8081	Fogars de Montclús	493	60
5	1	Vallès Ori.	8097	Gualba	1.61	60
5	1	Vallès Ori.	8234	Sant Pere de Vilamajor	4815	60
5	1	Bages	8059	Castellfollit del Boix	460	60
5	1	Bages	8061	Castellgalí	2236	60
5	1	Bages	8139	Mura	232	30
5	1	Bages	8277	Talamanca	219	30
5	1	Vallès Occ.	8223	Sant Llorenç Savall	2524	60
5	1	Vallès Occ.	8087	Gallifa	186	30
5	1	Vallès Ori.	8276	Tagamanent	340	60
5	1	Vallès Ori.	8134	Figaró-Montmany	1108	60
5	1	Vallès Ori.	8137	Montseny	370	60
5	1	Vallès Ori.	8207	Sant Esteve de Palautordera	3043	60
5	2	Bages	8002	Aguilar de Segarra	287	60
5	2	Bages	8084	Fonollosa	1546	60
5	2	Bages	8178	Rajadell	545	60
5	2	Bages	8062	Castellnou de Bages	1431	60
5	2	Bages	8229	Sant Mateu de Bages	628	60
5	2	Moianès	8095	Granera	80	30
5	2	Moianès	8128	Monistrol de Calders	742	60
5	2	Moianès	8239	Sant Quirze Safaja	672	60
5	2	Moianès	8034	Calders	1101	60
5	2	Moianès	8055	Castellcir	778	60
5	2	Moianès	8070	Collsuspina	398	60
5	2	Moianès	8079	Estany	391	60
5	2	Bages	8212	Sant Feliu Sasserra	611	60
5	2	Berguedà	8308	Viver i Serrateix	166	30
5	2	Berguedà	8188	Sagàs	157	30
5	2	Berguedà	8255	Santa Maria de Merlès	184	30
5	2	Lluçanès	8149	Olost	1206	60
5	2	Lluçanès	8151	Oristà	573	60
5	2	Lluçanès	8225	Sant Martí d'Albars	119	30
5	2	Lluçanès	8271	Sobremunt	83	30
5	2	Berguedà	8144	Olvan	876	60
5	2	Lluçanès	8109	Lluçà	279	60
5	2	Lluçanès	8160	Perafita	418	60
5	2	Lluçanès	8004	Alpens	281	60
5	3	Osona	8111	Malla	272	60
5	3	Osona	8129	Muntanyola	700	60
5	3	Osona	8083	Folgueroles	2254	60
5	3	Osona	8246	Santa Eugènia de Berga	2256	60
5	3	Osona	8247	Santa Eulàlia de Riuprimer	1401	60
5	3	Osona	8303	Vilanova de Sau	320	60
5	3	Osona	8224	Sant Martí de Centelles	1232	60
5	3	Osona	8100	Gurb	2702	60
5	3	Osona	8116	Masies de Roda	733	60
5	3	Osona	8243	Santa Cecília de Voltregà	185	30
5	3	Osona	8280	Tavertet	116	30
5	3	Osona	8901	Rupit i Pruit	279	60
5	3	Osona	8199	Sant Bartomeu del Grau	924	60
5	3	Osona	8117	Masies de Voltregà	3133	60
5	3	Osona	8150	Orís	347	60
5	3	Osona	8201	Sant Boi de Lluçanès	575	60
5	3	Osona	8253	Santa Maria de Besora	159	30
5	3	Osona	8265	Sant Vicenç de Torelló	2077	60
5	3	Osona	8272	Sora	219	30
5	3	Osona	17212	Vidrà	181	30
5	3	Osona	8131	Montesquiu	1059	60
5	3	Osona	8195	Sant Agustí de Lluçanès	100	30
5	3	Osona	8275	Tavèrnoles	329	60
5	3	Osona	8241	Sant Sadurní d'Osormort	90	30
5	3	Osona	17063	Espinelves	248	30
5	3	Osona	8026	Brull	278	60
5	4	Berguedà	8078	Espunyola	265	60
5	4	Berguedà	8130	Montclar	136	30
5	4	Berguedà	8045	Capolat	89	30
5	4	Berguedà	8050	Castellar del Riu	175	30
5	4	Berguedà	8080	Fígols	45	30
5	4	Berguedà	8142	Nou de Berguedà	179	30
5	4	Berguedà	8177	Quar	47	30
5	4	Berguedà	8299	Vilada	439	60
5	4	Ripollès	17096	Llosses	205	30
5	4	Ripollès	17170	Vallfogona de Ripollès	222	30
5	4	Berguedà	8024	Borredà	448	60
5	4	Berguedà	8057	Castell de l'Areny	69	30
5	4	Berguedà	8216	Sant Jaume de Frontanyà	31	30
5	4	Berguedà	8293	Vallcebre	268	60
5	4	Berguedà	8903	Sant Julià de Cerdanyola	241	30
5	4	Berguedà	8093	Gisclareny	28	30
5	4	Berguedà	8190	Saldes	298	60
5	4	Berguedà	25100	Gósol	233	30
5	4	Berguedà	8052	Castellar de n'Hug	176	30
5	4	Ripollès	17037	Campelles	162	30
5	4	Ripollès	17080	Gombrèn	200	30
5	4	Ripollès	17134	Planoles	307	60
5	4	Ripollès	17201	Toses	185	30
5	4	Ripollès	17192	Setcases	200	30
5	4	Ripollès	17091	Llanars	533	60
5	4	Ripollès	17107	Molló	365	60
5	4	Ripollès	17112	Ogassa	222	30
5	4	Ripollès	17224	Vilallonga de Ter	410	60
5	4	Ripollès	17125	Pardines	165	30
5	4	Ripollès	17043	Queralbs	191	30
